Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2008-01-02,11.807648624674592,11.86581454079291,11.481920752364278,11.49355411529541,869847,0.0,0.0
2008-01-03,11.400488404966463,11.400488404966463,11.07476052423951,11.144558906555176,306957,0.0,0.0
2008-01-04,11.167824970970171,11.481920368382623,11.167824970970171,11.284156799316406,256742,0.0,0.0
2008-01-07,10.935162976087136,10.958428804257949,10.63270092010498,10.63270092010498,315056,0.0,0.0
2008-01-08,10.702499240343395,10.946795376658725,10.655966685737491,10.876996994018555,213007,0.0,0.0
2008-01-09,10.597800628557664,10.807197570800781,10.597800628557664,10.807197570800781,138495,0.0,0.0
2008-01-10,10.818830856591793,11.00496107123846,10.725765749268458,10.760664939880371,166842,0.0,0.0
2008-01-11,10.993327415561733,10.993327415561733,10.83046393134977,10.865363121032715,192759,0.0,0.0
2008-01-14,10.935162834858033,11.167825606248138,10.8188309998943,10.830464363098145,258362,0.0,0.0
2008-01-15,11.109659767048068,11.167825684939787,10.85373026744692,10.876996994018555,660079,0.0,0.0
2008-01-16,10.818831139620963,10.818831139620963,10.528002446992899,10.63270092010498,268891,0.0,0.0
2008-01-17,10.632700421470986,10.87699654776348,10.632700421470986,10.644332885742188,317486,0.0,0.0
2008-01-18,10.48146933890834,10.865363121032715,10.48146933890834,10.865363121032715,120677,0.0,0.0
2008-01-21,10.690866039354775,10.981694710247721,10.690866039354775,10.725765228271484,217866,0.0,0.0
2008-01-22,10.469836354589427,10.469836354589427,9.98124408721924,9.981244087219238,386328,0.0,0.0
2008-01-23,10.225539941458104,10.225539941458104,9.283254623413086,9.283254623413086,366890,0.0,0.0
2008-01-24,9.364686891971848,9.643882224645427,8.841194520037158,9.050591468811035,515105,0.0,0.0
2008-01-25,9.190188932715053,9.515917712196766,9.190188932715053,9.492650985717773,259172,0.0,0.0
2008-01-28,9.539183714870036,9.539183714870036,8.910992930050904,9.073857307434082,625253,0.0,0.0
2008-01-29,9.073857307434082,9.178555771570604,9.004058031830636,9.073857307434082,721632,0.0,0.0
2008-01-30,9.073858109271272,9.166923219274965,8.864461162494274,8.980792999267578,573418,0.0,0.0
2008-01-31,9.015692114274092,9.015692114274092,8.88772781374073,8.934260368347168,357981,0.0,0.0
2008-02-01,9.073857970473755,9.24835482442716,8.910993581189846,9.178556442260742,854458,0.0,0.0
2008-02-12,9.062224455921504,9.062224455921504,8.841194152832031,8.841194152832031,662509,0.0,0.0
2008-02-13,8.89935975098811,8.99242485468464,8.631797802494916,8.65506362915039,717583,0.0,0.0
2008-02-14,8.934260014500378,9.027325120027353,8.73649644062122,9.015691757202148,359601,0.0,0.0
2008-02-15,8.934260014500378,9.073857672790842,8.84119401043607,9.015691757202148,225155,0.0,0.0
2008-02-18,9.073857686394787,9.411218919070196,9.050590960709494,9.283254623413086,986474,0.0,0.0
2008-02-19,9.422852317716721,9.632249255530665,9.411218954829872,9.597349166870117,899813,0.0,0.0
2008-02-20,9.585716303774452,9.585716303774452,9.341419287462218,9.364686012268066,477848,0.0,0.0
2008-02-21,9.504283700912303,9.65551471710205,9.446117787218201,9.65551471710205,463270,0.0,0.0
2008-02-22,9.550816613860055,9.597349166870117,9.446118144953084,9.597349166870117,316676,0.0,0.0
2008-02-25,9.655514874926034,9.830012618860591,9.6438815122896,9.748579978942871,478658,0.0,0.0
2008-02-26,9.830012686284045,9.934711153655437,9.713680856196426,9.771846771240234,912772,0.0,0.0
2008-02-27,9.830012559057415,9.992876040827406,9.818379196491756,9.969610214233398,576658,0.0,0.0
2008-02-29,9.95797753632108,10.655966758728027,9.923078344761944,10.655966758728027,1079614,0.0,0.0
2008-03-03,10.586167842348713,10.586167842348713,10.120841418005021,10.353504180908203,545071,0.0,0.0
2008-03-04,10.353504195500383,10.795563894908131,10.237173263153501,10.62106704711914,923301,0.0,0.0
2008-03-05,10.528001994699613,10.702498843364946,10.272072504591433,10.376770973205566,655220,0.0,0.0
2008-03-06,10.481469389180484,10.911895725792343,10.481469389180484,10.62106704711914,879566,0.0,0.0
2008-03-07,10.469836453554018,10.725765952818813,10.469836453554018,10.58616828918457,388758,0.0,0.0
2008-03-10,10.481469166420975,10.586167632284175,10.260438872145928,10.504734992980957,473799,0.0,0.0
2008-03-11,10.144106966851487,10.458202362060547,10.144106966851487,10.458202362060547,391998,0.0,0.0
2008-03-12,10.539635808563782,10.702499301344025,10.35350469054192,10.365138053894043,467320,0.0,0.0
2008-03-13,10.29533875979467,10.35350467794716,10.039410157583513,10.074309349060059,341783,0.0,0.0
2008-03-14,10.120841592288103,10.237173425011617,9.864912099418778,9.888178825378418,510245,0.0,0.0
2008-03-17,9.655515160771358,9.655515160771358,9.504284137632572,9.643881797790527,233255,0.0,0.0
2008-03-18,9.643881421817522,9.678781509399414,9.457751215529989,9.678781509399414,134445,0.0,0.0
2008-03-19,9.8649118758954,9.8649118758954,9.67878166658507,9.771846771240234,224346,0.0,0.0
2008-03-20,9.713681076293147,9.888178825378418,9.713681076293147,9.888178825378418,197618,0.0,0.0
2008-03-21,10.004509915003014,10.120841749533957,9.888178979009428,9.981244087219238,352312,0.0,0.0
2008-03-24,10.469835668335413,10.679232597351072,10.237172913060958,10.679232597351074,1934073,0.0,0.0
2008-03-25,10.679232883512064,10.679232883512064,10.353504118862292,10.57453441619873,797764,0.0,0.0
2008-03-26,10.574534416198732,10.8188305404174,10.446569223465849,10.57453441619873,1143597,0.0,0.0
2008-03-27,10.562901342193594,10.702499002914408,10.353504401843704,10.469836235046387,814773,0.0,0.0
2008-03-28,10.46983652875981,10.71413266650888,10.411670610526723,10.63270092010498,1158986,0.0,0.0
2008-03-31,10.702498789615692,10.702498789615692,10.516368579030816,10.62106704711914,220296,0.0,0.0
2008-04-01,10.63270092010498,10.795564412912778,10.55126827516371,10.63270092010498,867417,0.0,0.0
2008-04-02,10.8188309998943,10.935162834858033,10.66759997385639,10.830464363098145,1619017,0.0,0.0
2008-04-03,10.714131786007917,10.818830250515747,10.586167495241291,10.679232597351074,808293,0.0,0.0
2008-04-07,10.679232974167778,10.70249880124751,10.574534505965664,10.644332885742188,504576,0.0,0.0
2008-04-08,10.64433309757803,10.64433309757803,10.469836246126683,10.493102073669434,450311,0.0,0.0
2008-04-09,10.539635080626898,10.586167632284175,10.469835803872328,10.504734992980957,210577,0.0,0.0
2008-04-10,10.504735644828237,10.62106748045879,10.469836453554018,10.58616828918457,296428,0.0,0.0
2008-04-11,10.60943390699523,10.60943390699523,10.469836246126683,10.493102073669434,701385,0.0,0.0
2008-04-14,10.690866617054233,10.690866617054233,10.48146967516425,10.516368865966797,396857,0.0,0.0
2008-04-15,10.46983631205095,10.621067336911787,10.46983631205095,10.516368865966797,311816,0.0,0.0
2008-04-16,10.574534733626939,11.086393722848898,10.574534733626939,11.028227806091309,1577711,0.0,0.0
2008-04-17,11.260890585835961,11.260890585835961,10.946795174153554,11.051493644714355,1046408,0.0,0.0
2008-04-18,11.051493042164815,11.051493042164815,10.888629562205299,10.970061302185059,376609,0.0,0.0
2008-04-21,11.051493644714355,11.109659561530062,10.993327727898649,11.051493644714355,404956,0.0,0.0
2008-04-22,11.167825627008561,11.388855934143066,10.993327874238577,11.388855934143066,515914,0.0,0.0
2008-04-23,11.423754706595856,12.156643084879391,11.412121343796754,11.691317558288574,2879242,0.0,0.0
2008-04-24,11.691317847846555,11.807648783106755,11.574986014049005,11.58661937713623,861747,0.0,0.0
2008-04-25,11.574985791697149,11.69131762326,11.470287322998047,11.470287322998047,827731,0.0,0.0
2008-04-28,11.516819875915722,11.633151707478575,11.400488044352869,11.470287322998047,625253,0.0,0.0
2008-04-29,11.470287477747943,11.865814632153045,11.400488198161076,11.563352584838867,912772,0.0,0.0
2008-04-30,11.63315180843121,11.982146407611014,11.574985892145019,11.807648658752441,962987,0.0,0.0
2008-05-02,11.691317394071248,11.807648324816293,11.34232280476148,11.353955268859863,943549,0.0,0.0
2008-05-05,11.3772224874303,11.3772224874303,11.004961156708449,11.074760437011719,507005,0.0,0.0
2008-05-06,11.051493567212718,11.10965948362052,10.935162632934457,11.004961013793945,255932,0.0,0.0
2008-05-07,11.028227453213702,11.249256851575293,11.028227453213702,11.109659194946289,505386,0.0,0.0
2008-05-08,10.923529279781173,11.621518480228593,10.923529279781173,11.272523880004883,1028590,0.0,0.0
2008-05-09,11.284157390446847,11.37722249858421,11.086393811020613,11.098026275634766,435733,0.0,0.0
2008-05-12,11.167825188635524,11.284157019249113,11.144558463097875,11.1561918258667,290758,0.0,0.0
2008-05-13,11.307422913773307,11.307422913773307,11.179458618164062,11.179458618164062,184660,0.0,0.0
2008-05-14,11.191091992474224,11.284157098201316,11.167825266773784,11.20272445678711,223536,0.0,0.0
2008-05-15,11.38885602087686,11.516820321719491,11.249257458182791,11.458654403686523,455171,0.0,0.0
2008-05-16,11.458654180251454,11.749482866207979,11.458654180251454,11.58661937713623,1115250,0.0,0.0
2008-05-19,11.516819522868936,11.691317264864008,11.516819522868936,11.551718711853027,223536,0.0,0.0
2008-05-20,11.609884834523058,11.749482491505805,11.400487899780275,11.400487899780273,470559,0.0,0.0
2008-05-21,11.400487966508999,11.621518265261733,11.400487966508999,11.423754692077637,251883,0.0,0.0
2008-05-22,11.400487694872222,11.749482280325058,11.284156765412815,11.551718711853027,860938,0.0,0.0
2008-05-23,11.621518644892305,12.098477549256492,11.540086899816671,11.63315200805664,2191626,0.0,0.0
