Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2008-01-02,36.15518283097825,36.15518283097825,35.105516761774915,35.280460357666016,39300705,0.0,0.0
2008-01-03,34.93056876611588,34.98888329448554,34.63899612426758,34.63899612426758,35123067,0.0,0.0
2008-01-04,34.580682265674085,35.22214433709275,34.114163782752804,34.98888397216797,48851900,0.0,0.0
2008-01-07,33.23944412858627,33.82259171931588,32.53966522216797,32.53966522216797,104088436,0.0,0.0
2008-01-08,32.53967206554444,33.00619068562675,32.36472842561192,32.65630340576172,47704464,0.0,0.0
2008-01-09,32.073143602234424,33.23944091796875,31.781570958497028,33.23944091796875,45426762,0.0,0.0
2008-01-10,33.239443368532186,33.47270150071896,32.24809181288158,32.48134994506836,61813083,0.0,0.0
2008-01-11,32.71461897648671,32.71461897648671,31.898210804054035,32.07315444946289,72260208,0.0,0.0
2008-01-14,32.94787249462766,33.122818362138396,31.898206277277982,32.014835357666016,77963047,0.0,0.0
2008-01-15,32.30641124463582,33.76428153264914,32.189782160857646,33.53102111816406,98374485,0.0,0.0
2008-01-16,32.42303317180462,32.77292259283814,32.01482922175355,32.30640411376953,79288255,0.0,0.0
2008-01-17,32.423035949161516,32.8895544681921,31.78157382809263,31.898202896118164,51692209,0.0,0.0
2008-01-18,31.49000006256803,32.0148331348025,31.081796062623766,31.839889526367188,66086677,0.0,0.0
2008-01-21,31.839894031831943,31.898208576228775,31.08180046081543,31.08180046081543,43136940,0.0,0.0
2008-01-22,28.924150466918945,29.798870793202735,28.924150466918945,28.924150466918945,88136444,0.0,0.0
2008-01-23,29.740550994873047,29.973811355043583,29.39066382500958,29.740550994873047,78966044,0.0,0.0
2008-01-24,31.781568566924502,31.781568566924502,30.965160732038232,31.31505012512207,72080416,0.0,0.0
2008-01-25,32.07315205277471,32.656301987752634,32.07315205277471,32.36472702026367,50756887,0.0,0.0
2008-01-28,32.30640927927277,32.30640927927277,31.490001248634357,31.606630325317383,39967349,0.0,0.0
2008-01-29,32.59797660788999,33.23944091796875,32.42303302164755,33.23944091796875,58653592,0.0,0.0
2008-01-30,33.5310172821836,33.99753581085484,33.239444606094374,33.705963134765625,111730604,0.0,0.0
2008-01-31,33.53101693811308,34.930572509765625,33.41438786887415,34.930572509765625,172864922,0.0,0.0
2008-02-01,35.572043484503,36.271820276702194,35.222153964938954,35.805301666259766,135886361,0.0,0.0
2008-02-12,34.81394038367059,35.16382980759362,34.81394038367059,34.98888397216797,104072274,0.0,0.0
2008-02-13,35.57203688443667,35.57203688443667,34.930572509765625,34.930572509765625,52671974,0.0,0.0
2008-02-14,35.105519546981014,36.15518569946289,35.105519546981014,36.15518569946289,73558144,0.0,0.0
2008-02-15,35.57203664284775,35.98024062934014,35.513722108624336,35.863609313964844,30468677,0.0,0.0
2008-02-18,35.86360640851141,36.03855224393706,34.81394038367059,34.98888397216797,52548746,0.0,0.0
2008-02-19,35.455407574400915,35.863609313964844,34.98888680675666,35.863609313964844,20237706,0.0,0.0
2008-02-20,35.805299460501246,35.805299460501246,34.81394775524867,35.63035583496094,41368312,0.0,0.0
2008-02-21,35.86361382390533,36.213503320173785,35.63035565767885,36.09687423706055,40795604,0.0,0.0
2008-02-22,35.51372528076172,35.57203982019388,35.047206718375804,35.51372528076172,37511876,0.0,0.0
2008-02-25,35.57203822373324,35.863610907808344,35.3387778295446,35.68866729736328,40391577,0.0,0.0
2008-02-26,36.03854977848028,36.446753703976526,35.86360395502296,36.3884391784668,59821230,0.0,0.0
2008-02-27,36.62170396747184,37.08822250366211,36.56338943131412,37.08822250366211,94417042,0.0,0.0
2008-02-29,36.505082192463966,37.02991536972526,35.921932220458984,35.921932220458984,64072603,0.0,0.0
2008-03-03,35.047199928361856,35.39708709716797,34.988883153299284,35.39708709716797,47462048,0.0,0.0
2008-03-04,35.0472055865083,36.73833391621097,35.0472055865083,36.68001937866211,74207617,0.0,0.0
2008-03-05,37.02991339115553,37.02991339115553,36.44676569723808,36.91328430175781,70510771,0.0,0.0
2008-03-06,37.02990553023256,37.8463134765625,37.02990553023256,37.8463134765625,64834194,0.0,0.0
2008-03-07,37.088227006876174,37.613060142948854,36.91328337716155,37.32148742675781,53416394,0.0,0.0
2008-03-10,36.680018917075756,36.680018917075756,35.57203822373324,35.68866729736328,60318183,0.0,0.0
2008-03-11,35.33877097850724,36.3884391784668,35.33877097850724,36.3884391784668,43667225,0.0,0.0
2008-03-12,37.32148055509503,37.4381096200976,36.796645268726664,37.20484924316406,47048930,0.0,0.0
2008-03-13,36.5633897025233,37.029908242173974,35.86361076958302,36.15518569946289,42630896,0.0,0.0
2008-03-14,36.446763914673205,36.505078456519975,35.33878087879834,35.63035583496094,45962098,0.0,0.0
2008-03-17,34.98888704438509,35.16383289517195,34.69731437128777,34.930572509765625,91075740,0.0,0.0
2008-03-18,34.930572509765625,35.33877649903034,34.69731437128777,34.930572509765625,47983242,0.0,0.0
2008-03-19,35.86360394725721,36.21349334716797,35.45540226877747,36.21349334716797,43634903,0.0,0.0
2008-03-20,35.9802404943925,36.68001714937739,35.57203650943113,36.50507354736328,54806246,0.0,0.0
2008-03-21,37.08822153688284,37.846314981028996,37.08822153688284,37.78799819946289,102541013,0.0,0.0
2008-03-24,40.41217074930227,40.41217074930227,39.24587098910546,39.3041877746582,131630948,0.0,0.0
2008-03-25,39.30418246726107,39.30418246726107,38.721032665907664,39.18755340576172,88833390,0.0,0.0
2008-03-26,38.371151508193144,39.07093048095703,38.19620564153784,39.07093048095703,54853719,0.0,0.0
2008-03-27,37.9046258801079,37.962942659537575,37.088220178161485,37.20484924316406,55009270,0.0,0.0
2008-03-28,36.27181318203143,36.91327755025159,36.15518411396538,36.33012771606445,110883158,0.0,0.0
2008-03-31,35.98024039737122,36.79664611816406,35.63035094735803,36.79664611816406,74797497,0.0,0.0
2008-04-01,36.446759131548774,37.0299067204153,36.03855514526367,36.03855514526367,49433699,0.0,0.0
2008-04-02,37.02991246363797,37.9046328591399,36.79665204375633,37.32148742675781,64325120,0.0,0.0
2008-04-03,37.32148276196371,37.84631583243775,37.26316597908568,37.55474090576172,28688938,0.0,0.0
2008-04-07,37.49642699520728,37.96294553751279,37.43811245828516,37.90462875366211,46050984238,0.0,0.0
2008-04-08,37.671369977660724,37.904628121458735,37.08822237123717,37.55474090576172,42646047,0.0,0.0
2008-04-09,36.738331584316605,37.61305408588535,36.62170251662169,36.79664611816406,43211685,0.0,0.0
2008-04-10,36.854955231099204,38.07956700255575,36.7966407058291,37.6130485534668,47965061,0.0,0.0
2008-04-11,37.49642796602402,37.67137158131983,37.02990941163992,37.379798889160156,37326023,0.0,0.0
2008-04-14,36.91328435172122,37.088227986054584,36.738338470458984,36.738338470458984,36523020,0.0,0.0
2008-04-15,36.738338470458984,37.204857075610164,36.621709380903404,36.738338470458984,38509822,0.0,0.0
2008-04-16,37.32147734857334,38.0212516784668,37.14653151917178,38.0212516784668,46918631,0.0,0.0
2008-04-17,39.129241943359375,39.362500098043625,38.83766700307543,39.129241943359375,102502630,0.0,0.0
2008-04-18,38.95429229736328,38.95429229736328,38.487776033300605,38.95429229736328,34048355,0.0,0.0
2008-04-21,38.95429604905626,39.3625000663537,38.95429604905626,39.3041877746582,39365349375,0.0,0.0
2008-04-22,39.24586868286133,39.24586868286133,38.837664689551595,39.24586868286133,38568406,0.0,0.0
2008-04-23,38.48778338660399,38.48778338660399,37.6713752746582,37.6713752746582,71430943,0.0,0.0
2008-04-24,37.554739435524795,37.613053969191334,37.02990638559752,37.26316452026367,64370573,0.0,0.0
2008-04-25,37.321490285590315,37.8463234618653,37.321490285590315,37.72969436645508,48321615,0.0,0.0
2008-04-28,37.32148391104968,38.779354095458984,37.02990897539638,38.779354095458984,76233812,0.0,0.0
2008-04-29,38.77936071900506,39.0709357044596,37.72969436645508,37.72969436645508,54811297,0.0,0.0
2008-04-30,38.021252351625435,39.18755190980975,38.021252351625435,38.89597702026367,79222601,0.0,0.0
2008-05-02,39.65407943725586,39.770708527535945,39.42082125669568,39.65407943725586,92729220214,0.0,0.0
2008-05-05,39.65406965175913,39.71238642943713,38.662720382086306,39.18755340576172,44992433,0.0,0.0
2008-05-06,39.30419216641559,39.65407943725586,38.954300401717575,39.65407943725586,33356459,0.0,0.0
2008-05-07,40.06228497481675,40.23723086360534,39.71239769109749,39.77070999145508,53091152,0.0,0.0
2008-05-08,39.65407417096682,39.65407417096682,38.48777892919889,39.36249923706055,47647900,0.0,0.0
2008-05-09,39.362494083693996,39.47912763707247,38.54609066704059,38.6627197265625,43383396,0.0,0.0
2008-05-12,38.95428996942305,39.53743975850871,38.54609050969095,39.42081069946289,28053606,0.0,0.0
2008-05-13,39.829025841034195,40.17891311645508,39.420821772780926,40.17891311645508,64676623,0.0,0.0
2008-05-14,40.237221605937776,40.35385067367717,39.71238855418205,40.003963470458984,67232093,0.0,0.0
2008-05-15,40.12059253819838,40.17890482513963,39.59575948644265,40.003963470458984,84659793,0.0,0.0
2008-05-16,40.003967891173495,40.41217192029919,40.003967891173495,40.35385513305664,97350277,0.0,0.0
2008-05-19,40.35385279867761,40.703740020320566,40.35385279867761,40.470481872558594,82585115,0.0,0.0
2008-05-20,40.353859958178425,40.52880584696702,39.30419361316273,39.77070999145508,76617638,0.0,0.0
2008-05-21,39.537443605776424,39.59576038790224,39.07092732419786,39.24586868286133,43023812,0.0,0.0
2008-05-22,38.60440738698701,39.012611389160156,38.42946153066793,39.012611389160156,44796480,0.0,0.0
2008-05-23,38.48777239416391,38.837659559128014,38.196197509765625,38.196197509765625,60767663,0.0,0.0
2008-05-26,37.7879935703793,38.37114333917587,37.61304998789725,38.196197509765625,49128659,0.0,0.0
2008-05-27,38.779347280470866,38.779347280470866,38.02125168222673,38.37114334106445,32916070,0.0,0.0
2008-05-28,38.95429690728193,39.36250093357275,38.83766782746417,39.07093048095703,109790265,0.0,0.0
2008-05-29,39.65407503832757,39.712391823927256,39.129241943359375,39.129241943359375,103415731,0.0,0.0
2008-05-30,39.595761504403235,39.654073794316325,38.254520416259766,38.254520416259766,180901017,0.0,0.0
2008-06-02,38.779348627782596,39.42081069946289,38.66271956873677,39.42081069946289,52833585,0.0,0.0
2008-06-03,39.30418416650942,39.42081323305103,38.54609298706055,38.54609298706055,62414073,0.0,0.0
2008-06-04,38.60440884839118,39.2458710207015,38.60440884839118,39.129241943359375,34817016,0.0,0.0
2008-06-05,39.30418691894133,39.537445068359375,38.77935383582215,39.537445068359375,81693225,0.0,0.0
2008-06-06,40.062274946559214,40.178904011938094,39.8873291015625,39.8873291015625,84141628,0.0,0.0
2008-06-09,39.07092453872733,39.07092453872733,37.96294170818383,38.07957077026367,107090355,0.0,0.0
2008-06-10,37.90462663752402,38.02125570485709,37.26316452026367,37.26316452026367,89169743,0.0,0.0
2008-06-11,37.613056656277145,38.42946243286133,37.43811304277952,38.42946243286133,46983276,0.0,0.0
2008-06-12,37.61305459555,38.13788990114562,37.32148192236184,37.78799819946289,74684369,0.0,0.0
2008-06-13,38.021256338013416,38.13788990114562,37.78799819946289,37.78799819946289,52043712,0.0,0.0
2008-06-16,38.37115014195738,38.48777921762247,38.07957520586608,38.42946243286133,35600828,0.0,0.0
2008-06-17,37.904622623484556,38.13788522730543,37.78799356850231,38.0212516784668,44224782,0.0,0.0
2008-06-18,37.846310344801516,38.429455619741695,37.67136451539127,38.196197509765625,34896812,0.0,0.0
2008-06-19,37.496421813964844,37.90462351601451,37.02990333612269,37.496421813964844,65880623,0.0,0.0
2008-06-20,37.61306018886293,37.84632060902931,36.85496663198322,37.146541595458984,67444207746,0.0,0.0
2008-06-23,36.854963549415494,37.67137158131983,36.50507631882388,37.379798889160156,49626622,0.0,0.0
2008-06-24,37.904622758455375,37.96293953308235,37.438106536865234,37.438106536865234,60810086,0.0,0.0
2008-06-25,37.61305662789774,38.77935412445438,37.496427552320654,38.604408264160156,92978706,0.0,0.0
2008-06-26,38.89598262212381,38.89598262212381,37.671370605973635,37.90462875366211,53469927,0.0,0.0
2008-06-27,36.79665204375633,37.9046328591399,36.563393870803495,37.32148742675781,177331439,0.0,0.0
2008-06-30,37.263166600590246,37.96294553751279,37.029908452901765,37.90462875366211,88412192,0.0,0.0
2008-07-01,37.321477481467696,37.96293953308235,37.321477481467696,37.438106536865234,32120137,0.0,0.0
2008-07-02,37.32148163831279,37.43811070670041,36.03855514526367,36.03855514526367,80100349,0.0,0.0
